Alcohol,Marijuana,Heroin,Cocaine,Age,Sex,Race,State,Highest_Year_Education_Before_Prison
2,0,0,0,49,Female, Black (NH),LA,12
1,2,0,2,41,Male, 2+ Races (NH),HI,11
2,0,0,0,34,Male, White (NH),MO,13
1,0,0,0,31,Female, Hispanic,CT,11
2,0,0,0,58,Male, White (NH),NM,14
2,0,0,0,51,Male, 2+ Races (NH),GA,12
1,1,2,2,31,Male, White (NH),OH,9
2,0,0,0,41,Female, White (NH),VA,12
2,0,0,0,49,Female, White (NH),OH,12
1,0,2,2,38,Female, White (NH),VA,12
2,0,0,0,26,Male, Black (NH),MO,10
2,0,0,0,29,Male, Hispanic,NY,12
2,2,2,2,26,Female, White (NH),NV,12
1,0,0,0,57,Male, White (NH),AR,12
2,1,0,2,27,Male, Black (NH),TX,9
2,0,0,0,37,Female, Black (NH),SC,9
2,0,0,0,61,Male, Black (NH),GA,14
2,0,0,0,24,Male, Black (NH),CA,11
2,0,0,0,32,Female, 2+ Races (NH),GA,8
2,0,0,0,34,Male, Black (NH),AL,12
2,0,0,0,41,Female, Black (NH),NC,12
2,0,0,0,41,Male, Black (NH),OH,8
1,0,0,0,53,Female, White (NH),NC,13
0,0,0,0,23,Female, 2+ Races (NH),TN,12
1,2,0,1,31,Male, Hispanic,PA,9
2,0,0,0,61,Male, Uncategorized - Missing,LA,12
2,0,0,0,61,Male, Black (NH),CA,12
2,0,0,0,57,Female, White (NH),NC,8
2,1,2,2,32,Male, Hispanic,NV,9
1,1,0,0,28,Male, Black (NH),NV,9
1,0,0,0,36,Male, White (NH),FL,12
2,0,0,0,21,Male, Black (NH),PA,12
1,2,2,2,32,Female, White (NH),AL,11
2,1,0,1,39,Male, Black (NH),TX,12
2,1,0,0,31,Male, Black (NH),TN,10
2,0,0,0,51,Male, White (NH),OR,12
2,1,0,0,26,Male, 2+ Races (NH),GA,10
1,0,0,0,49,Female, White (NH),OR,9
2,1,0,0,28,Male, Black (NH),PA,11
2,0,0,0,38,Male, White (NH),NC,8
1,0,0,0,41,Female, Black (NH),MD,16
2,1,0,2,36,Female, Hispanic,FL,8
1,2,0,1,52,Male, Black (NH),NC,12
2,1,0,2,34,Male, Hispanic,FL,11
2,0,0,0,38,Male, Black (NH),TX,9
2,0,0,0,29,Male, White (NH),SD,10
0,0,0,0,25,Female, 2+ Races (NH),OK,12
1,0,0,0,68,Male, Black (NH),MO,5
2,1,0,0,37,Male, Black (NH),SC,15
1,1,0,0,23,Male, 2+ Races (NH),TX,9
2,2,0,2,24,Male, Hispanic,TX,7
2,2,0,1,39,Male, White (NH),FL,10
2,1,0,0,26,Male, Black (NH),SC,11
1,0,0,0,62,Male, White (NH),TN,6
2,0,0,0,42,Male, Hispanic,NY,12
2,0,0,0,57,Male, White (NH),NV,12
2,0,0,0,51,Male, Black (NH),MO,7
2,1,0,2,30,Female, White (NH),OK,11
2,0,0,0,36,Male, Hispanic,TX,11
2,0,0,0,53,Female, White (NH),MA,10
1,1,0,1,22,Male, Hispanic,CO,11
2,0,0,0,43,Male, White (NH),VA,18
2,0,0,0,34,Female, White (NH),IL,16
1,2,0,1,42,Female, White (NH),AK,12
1,1,0,0,40,Male, Black (NH),PA,12
1,0,0,0,42,Female, White (NH),LA,7
2,0,0,0,45,Male, Black (NH),VA,9
2,0,0,0,38,Female, Hispanic,NM,10
2,0,0,0,36,Male, Hispanic,SC,12
1,0,0,0,56,Female, White (NH),MN,14
0,0,0,0,35,Female, Black (NH),LA,15
1,0,0,0,29,Male, Black (NH),TX,12
2,0,0,0,20,Male, 2+ Races (NH),NC,10
1,0,0,0,37,Male, Hispanic,TX,12
2,0,0,0,32,Male, Black (NH),MD,13
2,0,0,0,57,Male, 2+ Races (NH),NY,9
2,0,0,0,39,Male, Black (NH),VA,10
2,0,0,0,37,Female, 2+ Races (NH),GA,16
2,0,0,0,37,Male, Black (NH),NY,7
1,2,0,2,27,Male, Hispanic,OR,11
1,0,0,0,47,Male, Black (NH),VA,12
2,1,0,2,36,Female, White (NH),VA,8
1,0,0,0,43,Male, Hispanic,NY,6
2,0,0,0,46,Male, Hispanic,VA,6
2,0,0,0,45,Male, White (NH),FL,14
2,2,2,2,68,Male, White (NH),CA,5
2,0,0,0,43,Female, Hispanic,KS,10
1,0,0,0,30,Male, Black (NH),TX,10
2,0,0,0,32,Male, White (NH),FL,12
2,0,0,0,36,Male, Black (NH),NY,9
1,0,0,0,31,Male, White (NH),KY,12
1,0,0,0,43,Male, White (NH),MO,13
1,0,0,0,51,Male, White (NH),IL,12
1,0,0,0,47,Male, White (NH),MI,12
1,0,0,0,47,Male, 2+ Races (NH),NV,11
1,1,0,0,38,Female, 2+ Races (NH),AL,10
1,0,0,0,38,Male, Black (NH),TX,7
2,0,0,0,59,Male, Hispanic,AZ,13
2,2,0,0,27,Male, White (NH),OH,11
1,2,2,2,51,Male, White (NH),CA,9
1,1,0,1,29,Male, American Indian/Alaska Native (NH),OR,6
2,0,0,0,55,Female, Hispanic,FL,12
1,0,0,0,48,Male, Black (NH),MI,12
1,0,0,0,26,Male, Black (NH),IL,10
2,0,0,0,56,Male, White (NH),IN,9
1,1,0,0,47,Male, White (NH),TX,13
2,0,0,0,49,Female, Black (NH),AL,16
1,0,0,0,27,Male, Hispanic,CA,9
2,0,0,0,36,Male, White (NH),AL,7
2,0,0,0,45,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),GA,99
2,1,0,2,34,Male, White (NH),OH,9
0,0,0,0,36,Male, Black (NH),TN,8
2,1,1,2,26,Female, 2+ Races (NH),AZ,10
1,0,0,0,51,Male, White (NH),TX,5
1,1,0,1,58,Male, Black (NH),OK,11
2,0,0,0,25,Male, White (NH),NY,10
2,0,0,0,42,Female, White (NH),VA,12
1,1,0,1,45,Female, Hispanic,TX,9
1,1,0,2,35,Female, White (NH),MT,14
1,2,1,2,58,Male, Black (NH),NJ,10
0,0,0,0,64,Male, Black (NH),MO,10
2,1,1,2,27,Male, White (NH),WA,10
2,2,1,2,53,Male, Hispanic,TX,9
2,2,0,2,48,Female, White (NH),NM,14
2,0,0,0,50,Male, White (NH),TX,10
2,0,0,0,24,Male, White (NH),FL,9
1,0,0,0,48,Female, 2+ Races (NH),AL,16
2,0,0,0,57,Male, Hispanic,FL,14
0,0,0,0,36,Male, Black (NH),PA,12
1,0,0,0,52,Male, Black (NH),FL,10
2,1,0,0,20,Female, 2+ Races (NH),GA,10
2,0,0,0,37,Male, Black (NH),FL,11
2,0,0,0,45,Male, White (NH),PA,14
2,1,2,2,32,Male, White (NH),NV,13
2,0,0,0,55,Male, Black (NH),TX,8
1,1,2,2,24,Male, White (NH),TX,12
2,2,2,2,27,Male, White (NH),NV,12
2,2,2,1,45,Female, White (NH),FL,9
2,0,0,0,26,Male, Black (NH),PA,12
2,0,0,0,50,Male, Hispanic,PA,1
2,2,0,1,41,Female, White (NH),GA,10
2,1,0,2,30,Female, Hispanic,TX,9
2,0,0,0,36,Male, 2+ Races (NH),CA,10
1,1,0,2,44,Male, White (NH),SC,8
2,0,0,0,44,Male, Black (NH),OR,10
2,0,0,0,46,Female, White (NH),TN,12
2,0,0,0,25,Male, Black (NH),SC,9
1,1,0,1,47,Female, White (NH),PA,6
2,0,0,0,27,Male, Hispanic,CA,10
2,0,0,0,33,Male, Black (NH),GA,10
1,1,0,0,25,Male, Black (NH),TX,9
2,0,0,0,52,Female, White (NH),PA,12
2,0,0,0,54,Male, Hispanic,FL,9
0,0,0,0,39,Male, Black (NH),TX,9
1,1,0,2,27,Female, Hispanic,KS,9
1,0,0,0,47,Male, Black (NH),MA,8
2,0,0,0,36,Male, Black (NH),AL,12
2,0,0,0,44,Male, Black (NH),MI,12
2,2,1,2,37,Male, White (NH),MO,9
2,2,0,2,35,Male, Hispanic,CO,6
2,0,0,0,27,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),MS,8
1,0,0,0,63,Male, White (NH),VA,5
1,2,0,2,44,Female, Hispanic,MO,13
2,2,0,1,56,Female, Uncategorized - Missing,TX,17
2,0,0,0,33,Female, White (NH),PA,12
2,0,0,0,40,Female, White (NH),FL,18
2,0,0,0,37,Male, White (NH),TX,14
1,0,0,0,28,Male, White (NH),VT,16
0,0,0,0,38,Male, Hispanic,FL,1
1,0,0,0,44,Male, Black (NH),MI,10
1,2,0,0,36,Male, White (NH),IA,15
2,0,0,0,26,Male, Hispanic,NM,8
1,1,0,2,33,Male, Black (NH),NY,12
2,2,1,2,60,Male, Hispanic,NM,14
2,0,0,0,30,Female, Hispanic,CT,14
0,0,0,0,37,Male, White (NH),GA,15
-1,0,0,0,35,Male, Black (NH),LA,8
0,1,0,0,20,Male, Black (NH),GA,11
1,1,0,0,34,Male, Black (NH),IA,10
2,1,0,2,61,Male, White (NH),MO,8
2,2,2,1,56,Female, White (NH),AR,15
2,0,0,0,48,Male, White (NH),TX,12
2,0,0,0,26,Male, Black (NH),PA,15
2,0,0,0,22,Male, Hispanic,MI,8
2,1,1,2,30,Male, White (NH),IL,6
2,0,0,0,47,Male, Black (NH),VA,11
0,1,0,1,24,Male, Hispanic,AZ,11
2,1,0,2,33,Male, White (NH),MA,9
2,1,0,0,30,Female, White (NH),TN,12
2,0,0,0,33,Male, Black (NH),NJ,11
0,2,0,0,28,Female, White (NH),OR,9
2,0,0,0,21,Female, Black (NH),NY,14
2,1,0,0,32,Female, 2+ Races (NH),MA,13
2,2,0,0,33,Female, White (NH),MS,10
2,0,0,0,30,Male, White (NH),AZ,12
2,0,0,0,51,Male, Hispanic,CA,10
2,0,0,0,65,Male, White (NH),WA,15
1,2,0,2,51,Male, White (NH),TX,13
2,2,2,2,40,Female, 2+ Races (NH),HI,12
2,0,0,0,44,Male, Black (NH),PA,12
2,2,0,2,25,Male, 2+ Races (NH),HI,8
1,0,0,0,56,Male, White (NH),OR,7
2,1,1,0,26,Male, Black (NH),MD,11
2,0,0,0,23,Male, Hispanic,PA,8
2,0,0,0,22,Female, White (NH),IN,12
2,2,1,2,30,Female, White (NH),PA,15
2,0,0,0,35,Female, Black (NH),MI,16
2,0,0,0,29,Male, Hispanic,CO,11
2,0,0,0,52,Male, American Indian/Alaska Native (NH),WI,12
2,0,0,0,52,Male, Black (NH),MO,13
2,0,0,0,32,Male, White (NH),VT,12
2,2,0,2,45,Female, White (NH),UT,12
1,0,0,0,41,Male, White (NH),NY,12
1,0,0,0,33,Male, Black (NH),IL,9
2,2,2,2,22,Male, White (NH),MD,9
1,0,0,0,72,Male, Black (NH),PA,12
2,0,0,0,40,Female, White (NH),GA,14
1,1,0,0,41,Female, Hispanic,UT,12
2,1,1,1,34,Male, Black (NH),PA,14
1,1,0,2,51,Male, Black (NH),FL,98
2,2,1,2,33,Female, White (NH),UT,13
0,1,0,1,25,Male, Hispanic,-1,9
1,1,0,2,34,Male, 2+ Races (NH),OH,11
1,1,0,2,49,Male, Hispanic,CA,12
2,0,0,0,23,Male, Black (NH),MS,11
1,2,1,2,24,Female, White (NH),PA,13
1,0,0,0,27,Male, 2+ Races (NH),TX,16
2,0,0,0,45,Male, White (NH),CO,14
1,0,0,0,38,Male, White (NH),TN,12
2,0,0,0,23,Male, Black (NH),MI,11
2,0,0,0,57,Male, White (NH),FL,13
2,0,0,0,33,Female, Black (NH),MS,12
2,2,0,2,45,Male, White (NH),MD,8
2,1,0,0,27,Male, White (NH),CA,12
2,1,1,2,28,Female, Hispanic,TX,11
2,2,0,2,37,Male, Hispanic,CA,9
0,0,0,0,64,Male, White (NH),MO,18
2,0,0,0,28,Male, 2+ Races (NH),OH,11
2,0,0,0,39,Male, Black (NH),MD,8
2,0,0,0,40,Female, White (NH),FL,6
2,0,0,0,32,Male, Hispanic,NE,9
2,1,0,0,25,Male, Hispanic,VA,10
2,2,0,2,44,Female, White (NH),UT,10
2,0,0,0,46,Male, Hispanic,CA,2
1,0,0,0,36,Female, White (NH),OH,14
2,2,1,2,35,Female, Hispanic,NM,11
0,2,0,0,52,Male, White (NH),SC,11
2,0,0,0,67,Male, White (NH),NY,10
0,0,0,0,37,Male, White (NH),MS,12
2,1,0,0,41,Male, Black (NH),NC,12
2,0,0,0,53,Male, White (NH),VA,15
1,2,0,2,56,Male, White (NH),MO,6
2,2,0,0,25,Female, White (NH),OR,8
2,0,0,0,25,Male, Hispanic,CA,7
2,0,0,0,31,Female, Hispanic,TX,10
2,0,0,0,68,Male, Hispanic,NV,10
0,0,0,0,50,Female, Black (NH),AL,15
2,0,0,0,27,Male, Black (NH),WI,12
1,2,0,0,53,Male, 2+ Races (NH),PA,12
1,2,0,1,24,Male, Hispanic,CA,11
1,1,0,2,48,Male, White (NH),IL,11
1,0,0,0,51,Male, 2+ Races (NH),AK,12
2,0,0,0,39,Male, Black (NH),CA,11
1,2,0,1,38,Male, Hispanic,FL,8
1,0,0,0,63,Female, White (NH),SD,14
2,1,0,0,18,Male, Black (NH),GA,12
2,0,0,0,40,Male, Uncategorized - Missing,FL,12
2,1,0,2,44,Female, White (NH),AR,14
1,0,0,0,64,Male, White (NH),MI,15
1,1,0,1,56,Male, Black (NH),MO,11
0,0,0,0,51,Male, Black (NH),FL,12
2,0,0,0,38,Male, Hispanic,TX,12
2,0,0,0,42,Male, Black (NH),NC,12
2,0,0,0,31,Female, White (NH),GA,14
2,0,0,0,67,Male, Black (NH),FL,13
1,2,0,1,35,Male, Hispanic,AL,8
2,0,0,0,35,Male, White (NH),MI,8
2,0,0,0,46,Male, 2+ Races (NH),HI,13
2,2,2,2,27,Male, White (NH),MS,14
1,0,0,0,43,Male, Black (NH),GA,9
2,0,0,0,26,Male, Hispanic,CA,12
2,2,0,0,32,Female, Hispanic,CA,12
2,1,0,0,47,Male, Black (NH),VA,10
0,0,0,0,42,Male, Black (NH),AZ,9
0,0,0,0,29,Male, Black (NH),TX,9
2,0,0,0,41,Male, Hispanic,MS,12
1,0,0,0,31,Female, Hispanic,OH,9
2,0,2,1,44,Female, White (NH),TX,17
1,2,0,2,30,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),TX,10
2,0,0,0,22,Male, Hispanic,PR,12
2,0,0,0,31,Male, Uncategorized - Missing,MD,12
2,0,0,0,41,Male, White (NH),OR,16
2,0,0,0,63,Male, White (NH),PA,12
2,2,1,2,38,Female, White (NH),OH,8
2,2,1,2,33,Male, White (NH),IN,11
1,1,0,0,22,Female, 2+ Races (NH),OR,14
0,0,0,0,28,Male, Black (NH),LA,8
0,0,0,0,41,Male, Hispanic,PA,5
0,0,0,0,45,Male, Black (NH),MI,1
2,2,2,1,42,Male, Hispanic,TX,12
2,2,0,1,36,Male, White (NH),MA,9
1,0,0,0,27,Male, Uncategorized - Missing,PA,11
2,2,1,1,47,Male, 2+ Races (NH),MD,8
2,0,0,0,28,Male, Hispanic,-1,11
2,0,0,0,30,Male, Black (NH),PA,13
2,2,0,2,37,Female, Hispanic,SC,9
1,0,0,0,50,Male, Black (NH),PA,11
2,2,1,2,33,Female, Hispanic,AZ,8
2,2,0,2,47,Female, White (NH),PA,13
1,0,0,0,37,Male, Black (NH),NY,8
2,0,0,0,23,Male, Black (NH),DC,12
2,2,0,2,34,Male, 2+ Races (NH),KS,12
1,2,2,1,47,Female, 2+ Races (NH),NJ,13
1,2,1,1,50,Female, White (NH),DE,8
2,0,0,0,25,Female, Hispanic,NY,11
2,0,0,0,29,Male, Black (NH),FL,10
1,0,0,0,49,Female, White (NH),DE,16
1,0,0,0,26,Male, Hispanic,GA,9
1,1,0,2,22,Male, White (NH),MI,8
2,1,0,1,50,Male, White (NH),FL,6
2,0,0,0,27,Male, Black (NH),FL,13
1,0,0,0,25,Male, White (NH),NY,11
2,0,0,0,33,Male, Hispanic,-1,12
1,1,2,0,24,Male, 2+ Races (NH),HI,12
1,0,0,0,41,Female, American Indian/Alaska Native (NH),SD,15
2,2,1,1,37,Female, White (NH),PA,8
2,0,0,0,47,Female, White (NH),GA,10
2,2,2,2,26,Male, White (NH),FL,9
0,0,0,0,58,Male, White (NH),PA,18
2,0,0,0,34,Female, White (NH),TX,9
2,0,0,0,30,Male, 2+ Races (NH),VA,12
1,0,0,0,49,Male, Hispanic,FL,8
1,2,0,2,25,Female, White (NH),ID,9
2,1,1,2,23,Female, White (NH),FL,9
1,1,0,2,60,Male, Black (NH),IN,2
0,0,0,0,55,Male, 2+ Races (NH),KY,7
2,0,0,0,35,Male, White (NH),FL,12
0,0,0,0,41,Female, White (NH),MD,18
1,1,0,1,41,Male, Black (NH),FL,10
2,0,0,0,28,Male, White (NH),IL,12
2,1,0,0,35,Female, White (NH),GA,10
2,0,0,0,25,Female, Hispanic,NJ,12
2,0,0,0,26,Male, Hispanic,FL,10
1,1,0,2,32,Male, White (NH),MO,9
2,0,0,0,70,Male, White (NH),OH,12
2,0,0,0,48,Female, White (NH),MN,9
2,0,0,0,36,Male, White (NH),TX,12
2,0,0,0,54,Male, White (NH),MA,18
2,0,0,0,35,Male, Black (NH),ME,11
2,0,0,0,22,Male, Hispanic,TX,6
2,0,0,0,47,Male, American Indian/Alaska Native (NH),MI,6
2,0,0,0,29,Male, Hispanic,TX,12
1,1,0,0,44,Male, Black (NH),CT,8
1,1,0,2,31,Male, 2+ Races (NH),OR,12
2,1,0,2,39,Male, White (NH),TX,10
2,0,0,0,72,Male, Hispanic,CA,1
2,0,0,0,69,Male, Hispanic,PR,18
2,0,0,0,42,Male, Black (NH),TX,12
2,0,0,0,35,Female, Black (NH),NY,8
1,0,0,0,58,Female, American Indian/Alaska Native (NH),SD,14
2,0,0,0,53,Male, Black (NH),FL,10
1,0,0,0,37,Male, White (NH),KY,12
0,0,0,0,36,Male, White (NH),VA,18
2,1,0,1,37,Female, Black (NH),OH,7
2,0,0,0,45,Male, White (NH),MO,15
2,1,1,2,34,Female, White (NH),OH,12
2,0,0,0,32,Female, Black (NH),GA,10
1,0,0,0,39,Male, White (NH),HI,12
1,1,1,2,47,Male, Hispanic,CT,11
2,0,0,0,42,Male, Black (NH),VA,8
2,1,0,2,43,Male, 2+ Races (NH),IL,16
2,2,0,2,21,Male, Hispanic,TX,99
1,2,0,1,35,Male, Black (NH),TX,10
1,0,0,0,30,Male, White (NH),NV,12
2,0,0,0,52,Male, White (NH),AK,9
2,2,2,1,32,Male, White (NH),TX,12
2,0,0,0,34,Male, Black (NH),TN,10
0,0,0,0,41,Male, Hispanic,CT,11
2,0,0,0,22,Male, Hispanic,PR,9
0,0,0,0,47,Male, Hispanic,GA,6
2,1,0,0,40,Male, Black (NH),GA,12
1,1,0,0,28,Male, White (NH),TN,5
1,2,0,2,37,Female, White (NH),VA,14
2,1,2,2,30,Male, White (NH),TX,4
2,0,0,0,45,Male, Hispanic,CA,12
0,0,0,0,42,Male, Black (NH),LA,8
1,2,1,2,28,Female, White (NH),ID,10
1,0,0,0,54,Male, Black (NH),OH,11
0,0,0,0,48,Female, White (NH),SD,13
1,2,0,2,51,Male, White (NH),GA,13
2,0,0,0,23,Male, Hispanic,CO,12
2,0,0,0,30,Female, White (NH),OH,10
2,1,0,0,27,Male, Black (NH),MO,11
0,0,0,0,32,Male, White (NH),TN,8
2,2,0,2,23,Female, 2+ Races (NH),TN,12
2,0,0,0,22,Male, Black (NH),GA,10
2,0,0,0,25,Male, Black (NH),FL,8
2,0,0,0,52,Male, Black (NH),MD,12
2,0,0,0,41,Male, White (NH),IL,9
2,0,0,0,30,Male, White (NH),FL,12
2,2,0,2,40,Female, White (NH),MN,12
2,0,0,0,26,Female, Black (NH),PA,11
2,0,0,0,31,Male, Hispanic,CT,9
2,0,0,0,50,Male, Black (NH),MD,12
2,2,0,1,46,Male, Black (NH),NC,12
2,2,0,0,35,Male, Hispanic,OH,8
2,1,0,2,45,Male, Black (NH),LA,11
2,2,2,2,29,Female, White (NH),AZ,13
0,0,0,0,23,Male, Hispanic,FL,12
1,1,0,2,24,Male, White (NH),MO,8
0,0,0,0,38,Female, Black (NH),AK,99
2,2,0,2,33,Female, White (NH),TN,12
2,0,0,0,52,Female, Hispanic,MA,13
2,0,0,0,23,Male, 2+ Races (NH),NC,8
1,0,0,0,28,Female, Black (NH),AL,12
1,1,0,0,55,Male, Black (NH),SC,9
2,2,2,2,32,Male, White (NH),MO,10
0,1,0,2,27,Male, Black (NH),TX,11
2,0,0,0,49,Female, White (NH),MI,14
2,0,0,0,64,Male, White (NH),FL,14
2,2,0,2,34,Male, White (NH),VA,14
2,0,0,0,25,Male, Hispanic,KS,10
2,0,0,0,53,Male, White (NH),CO,12
1,0,0,0,36,Female, White (NH),NC,15
2,0,0,0,27,Male, 2+ Races (NH),OH,11
0,0,0,0,27,Female, 2+ Races (NH),SD,8
1,2,2,2,30,Female, 2+ Races (NH),NC,16
2,0,0,0,37,Male, American Indian/Alaska Native (NH),CO,12
2,0,0,0,29,Female, White (NH),PA,12
2,0,0,0,28,Male, Black (NH),CA,10
2,0,0,0,38,Male, White (NH),MI,12
2,0,0,0,29,Male, White (NH),SD,11
2,0,0,0,21,Male, Hispanic,MI,9
1,1,0,0,23,Male, 2+ Races (NH),MO,9
1,0,0,0,33,Female, Hispanic,AR,11
2,0,0,0,50,Female, White (NH),PA,18
2,1,0,0,33,Male, American Indian/Alaska Native (NH),CA,11
2,2,0,0,29,Female, White (NH),IA,13
1,2,0,1,49,Female, Black (NH),MS,8
2,0,0,0,26,Male, White (NH),FL,12
0,0,0,0,53,Male, Hispanic,IL,4
0,0,0,0,63,Male, Black (NH),SC,12
2,0,0,0,60,Male, Black (NH),CA,10
2,2,2,2,44,Female, White (NH),IL,14
2,0,0,0,42,Male, Black (NH),LA,10
2,2,0,0,27,Male, Black (NH),TX,13
2,1,0,0,28,Male, Hispanic,WI,10
0,0,0,0,26,Male, Black (NH),FL,12
1,2,0,1,46,Male, Hispanic,NY,12
2,0,0,0,58,Female, Hispanic,TX,5
1,1,2,2,35,Male, Black (NH),MD,9
2,0,0,0,22,Male, Black (NH),GA,10
1,0,0,0,27,Male, White (NH),CA,16
2,0,0,0,26,Male, Hispanic,-1,9
1,1,0,2,39,Female, Hispanic,AR,14
2,2,1,2,30,Male, White (NH),OH,10
2,0,0,0,39,Male, Hispanic,TX,12
2,0,0,0,39,Male, Black (NH),NY,11
1,0,0,0,34,Female, Black (NH),AL,16
1,1,0,0,32,Male, Black (NH),OH,9
1,0,0,0,36,Male, White (NH),OH,10
1,2,0,2,60,Male, Black (NH),AZ,13
1,2,0,1,42,Male, American Indian/Alaska Native (NH),NC,12
1,2,2,1,45,Male, White (NH),IL,11
2,0,0,0,50,Male, Hispanic,CA,8
2,0,0,0,67,Male, White (NH),FL,18
1,0,0,0,45,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,12
2,0,0,0,42,Male, Black (NH),TX,10
2,2,1,0,22,Male, Hispanic,TX,8
0,0,0,0,33,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),NY,10
1,2,0,2,28,Female, White (NH),OH,7
2,2,1,2,29,Male, White (NH),TX,13
2,2,1,0,26,Female, White (NH),MD,9
1,0,0,0,68,Male, White (NH),WV,10
1,2,1,1,59,Male, Black (NH),NC,8
2,0,0,0,51,Male, Hispanic,VA,9
0,0,0,0,31,Male, Hispanic,-1,4
2,0,0,0,40,Female, Hispanic,TX,6
1,2,2,2,24,Male, White (NH),WA,12
1,1,0,0,49,Male, Black (NH),CA,11
1,2,0,2,34,Female, White (NH),FL,10
2,0,0,0,27,Male, 2+ Races (NH),MO,12
2,0,0,0,36,Male, White (NH),SD,18
2,0,0,2,53,Male, White (NH),MA,13
2,0,0,0,29,Male, Black (NH),TX,9
2,2,2,2,31,Female, White (NH),OH,16
2,2,0,2,25,Male, White (NH),FL,10
1,1,0,0,33,Male, Black (NH),VA,8
2,0,0,0,35,Female, Black (NH),TN,11
2,1,0,0,41,Male, Black (NH),RI,10
1,1,0,2,28,Male, Hispanic,TX,9
2,0,0,0,54,Female, Black (NH),FL,11
0,0,0,0,40,Male, Hispanic,TX,14
1,0,0,0,38,Male, Black (NH),NC,10
2,0,0,0,57,Female, Black (NH),VA,8
1,0,0,0,36,Female, Black (NH),GA,10
2,2,0,2,28,Male, White (NH),PA,12
0,0,0,0,40,Male, Hispanic,NJ,13
1,2,1,2,53,Male, Black (NH),TX,9
2,0,0,0,27,Female, White (NH),AR,7
2,0,0,0,37,Female, White (NH),CA,18
1,2,0,1,66,Male, White (NH),FL,9
2,0,0,0,26,Female, 2+ Races (NH),LA,10
2,1,0,0,31,Male, Hispanic,CA,9
1,0,0,0,54,Female, White (NH),IL,16
1,0,0,0,48,Female, White (NH),OR,13
2,0,0,0,25,Male, White (NH),MO,14
1,1,0,0,35,Male, Hispanic,TX,12
2,0,0,0,20,Male, Black (NH),CT,10
1,0,0,0,38,Male, Black (NH),IN,7
0,0,0,0,53,Female, Black (NH),FL,12
2,2,0,0,20,Male, 2+ Races (NH),OR,12
2,0,0,0,68,Male, Black (NH),AR,9
1,2,0,2,29,Male, Hispanic,PA,9
2,0,0,0,29,Male, White (NH),FL,8
2,0,0,0,54,Male, White (NH),SD,12
1,2,0,1,51,Male, Black (NH),NV,12
2,2,1,2,40,Female, 2+ Races (NH),ME,13
1,1,0,1,54,Male, Black (NH),OK,10
1,1,0,1,32,Female, American Indian/Alaska Native (NH),AZ,9
2,0,0,0,50,Male, 2+ Races (NH),MI,8
2,1,0,2,30,Male, White (NH),TX,9
2,0,0,0,20,Male, Hispanic,FL,12
2,0,0,0,67,Male, Black (NH),GA,10
0,1,0,2,39,Male, Hispanic,TX,9
1,2,1,2,23,Female, White (NH),PA,12
1,0,0,0,34,Male, Black (NH),NY,9
2,1,0,1,19,Male, Hispanic,OR,11
1,0,0,0,48,Male, White (NH),OR,8
2,0,0,0,38,Male, Black (NH),PA,10
2,0,0,0,28,Male, White (NH),CO,16
2,1,0,0,25,Male, Black (NH),NC,14
2,0,0,0,38,Female, White (NH),UT,14
0,0,0,0,52,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),-2,12
2,0,0,0,27,Male, Black (NH),MD,10
1,0,0,0,46,Male, Black (NH),DC,12
1,2,0,1,56,Female, Black (NH),SC,8
2,0,0,0,52,Male, Hispanic,TX,11
1,1,0,0,22,Male, Hispanic,MD,11
0,0,0,0,41,Male, Black (NH),FL,8
2,0,0,0,31,Male, 2+ Races (NH),NY,6
0,0,0,0,31,Male, White (NH),AL,10
2,0,0,0,37,Male, Hispanic,TX,15
2,0,0,0,44,Male, White (NH),OH,11
2,2,2,1,40,Female, 2+ Races (NH),VA,11
2,0,0,0,35,Male, Black (NH),IL,10
0,0,0,0,24,Male, Hispanic,PA,7
2,0,0,0,36,Female, White (NH),PA,18
2,0,0,0,29,Female, White (NH),CA,14
2,0,0,0,33,Male, Black (NH),NY,8
2,2,0,2,37,Female, 2+ Races (NH),OH,14
1,2,0,1,36,Male, White (NH),NC,8
2,0,0,0,20,Male, Black (NH),NC,9
2,0,0,0,40,Male, Hispanic,PA,12
2,0,0,0,58,Male, Black (NH),CA,3
1,2,0,1,32,Male, Black (NH),CT,12
2,0,0,0,34,Male, Black (NH),GA,8
0,0,0,0,26,Male, Black (NH),MD,10
2,2,0,2,29,Male, White (NH),WA,12
2,0,0,0,54,Male, Hispanic,CA,11
2,0,0,0,47,Male, White (NH),MO,12
1,0,0,0,61,Male, White (NH),IL,12
1,1,0,1,46,Female, White (NH),AL,12
2,1,1,1,32,Female, White (NH),KY,7
0,0,0,0,64,Male, White (NH),MO,10
1,0,0,0,24,Female, Hispanic,SC,13
2,0,0,0,34,Female, White (NH),MO,8
0,1,0,0,27,Male, Hispanic,TX,10
1,2,2,0,34,Female, 2+ Races (NH),CA,13
1,0,0,0,41,Female, White (NH),VA,16
2,2,2,2,38,Female, White (NH),UT,14
