Alcohol,Alcohol_12months,Alcohol_ever,Marijuana,Marijuana_30days,Marijuana_12months,Marijuana_ever,Heroin,Heroin_30days,Heroin_12months,Heroin_ever,Cocaine,Cocaine_30days,Cocaine_12months,Cocaine_ever,Age,Sex,Race,State,time_of_use,drug_type,num_drugs,Age_group
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,25,Male, White (NH),MT,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,2,1,0,2,1,1,0,0,0,2,0,2,2,1,31,Female, Black (NH),MS,Past 12 months,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,40,Male, Black (NH),MA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,0,1,0,1,1,1,0,2,2,1,0,0,0,2,33,Male, White (NH),MI,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,51,Female, 2+ Races (NH),VA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,59,Male, White (NH),CA,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,26,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,1,1,1,1,1,1,0,0,0,2,2,1,2,1,34,Male, Hispanic,CA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,71,Male, White (NH),AZ,More than a year ago,"('Alcohol',)",Alcohol,64+
1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,48,Male, Hispanic,IL,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,45-54
0,0,2,0,2,2,1,0,0,0,2,0,2,2,1,34,Male, White (NH),FL,More than a year ago,"('Marijuana', 'Cocaine')",More than one drugs,25-34
1,1,1,0,1,2,1,0,0,0,2,0,0,0,2,31,Male, Black (NH),MI,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,43,Male, Black (NH),OH,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,1,1,1,1,0,0,0,2,2,2,2,1,37,Male, White (NH),WA,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,25,Male, 2+ Races (NH),TX,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,36,Male, White (NH),PA,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,35-44
2,2,1,1,1,0,1,2,1,0,1,2,2,0,1,24,Male, White (NH),GA,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,30,Male, Black (NH),DC,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,30,Male, Black (NH),PA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,1,1,2,2,2,1,2,2,2,1,61,Male, Black (NH),IL,Time of Arrest,"('Marijuana',)",Marijuana,55-64
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,51,Male, Black (NH),NC,Never used,(),No use,45-54
1,2,1,0,1,2,1,0,0,0,2,0,0,0,2,38,Male, 2+ Races (NH),OH,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,2,1,0,1,2,1,0,2,2,1,27,Female, White (NH),MA,Past 30 days,"('Heroin',)",Heroin,25-34
1,2,1,1,1,0,1,0,0,0,2,1,1,0,1,38,Male, Black (NH),FL,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,72,Male, White (NH),OH,More than a year ago,"('Alcohol',)",Alcohol,64+
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,45,Male, Black (NH),IL,Past 30 days,"('Marijuana',)",Marijuana,45-54
1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,34,Male, White (NH),FL,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,33,Male, Black (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,1,1,0,0,0,2,1,1,1,1,25,Male, Black (NH),TX,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,25-34
2,2,1,0,1,0,1,0,0,0,2,0,0,0,2,57,Male, Uncategorized - Missing,WV,Past 30 days,"('Marijuana',)",Marijuana,55-64
1,0,1,0,0,0,2,0,0,0,2,0,2,1,1,40,Male, Black (NH),NC,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,38,Female, Hispanic,NC,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,54,Female, White (NH),DE,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,2,1,0,2,1,1,0,0,0,2,0,0,0,2,42,Male, Hispanic,FL,Past 12 months,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,36,Male, White (NH),MS,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,0,1,0,2,0,1,0,2,0,1,44,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,1,2,2,1,0,0,0,2,0,0,0,2,21,Male, Black (NH),OK,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,70,Male, White (NH),VT,Time of Arrest,"('Alcohol',)",Alcohol,64+
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,29,Female, Black (NH),NJ,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,27,Male, White (NH),MS,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,39,Male, White (NH),ND,Time of Arrest,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,0,1,2,2,0,1,0,0,0,2,0,0,0,2,56,Female, White (NH),PA,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,68,Male, Black (NH),TX,Time of Arrest,"('Alcohol',)",Alcohol,64+
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,37,Female, Hispanic,FL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Male, Black (NH),CT,Never used,(),No use,25-34
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,50,Male, White (NH),MS,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,53,Male, White (NH),MS,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,2,1,0,2,2,1,0,0,0,2,0,0,0,2,45,Male, Black (NH),TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,39,Female, White (NH),OH,Time of Arrest,"('Heroin', 'Cocaine')",More than one drugs,35-44
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,31,Male, Black (NH),VA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,34,Male, Black (NH),IL,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,65,Male, White (NH),CA,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,64+
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,28,Female, Black (NH),LA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,1,1,0,1,1,1,0,2,2,1,49,Male, White (NH),CT,Past 30 days,"('Marijuana', 'Heroin')",More than one drugs,45-54
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,69,Male, 2+ Races (NH),CA,Never used,(),No use,64+
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,46,Female, White (NH),IL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,0,2,0,1,0,2,0,1,0,0,0,2,26,Male, Black (NH),AR,More than a year ago,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,25-34
1,0,1,0,1,0,1,0,0,0,2,0,0,0,2,62,Male, Black (NH),TN,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,28,Female, Black (NH),FL,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,20,Male, Black (NH),NC,Past 30 days,"('Marijuana',)",Marijuana,18-24
2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,22,Female, White (NH),WA,Time of Arrest,"('Marijuana', 'Heroin')",More than one drugs,18-24
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,26,Female, White (NH),MS,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,1,1,2,1,0,0,0,2,0,0,0,2,30,Female, Black (NH),NY,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,24,Male, Black (NH),GA,Past 30 days,"('Marijuana',)",Marijuana,18-24
2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,25,Male, White (NH),MO,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,47,Male, Hispanic,IL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,22,Male, American Indian/Alaska Native (NH),WY,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,18-24
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,39,Male, Black (NH),MS,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,1,1,0,1,1,1,0,2,2,1,0,2,2,1,28,Male, 2+ Races (NH),OH,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,1,1,0,0,0,2,0,1,2,1,31,Male, White (NH),TX,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,25-34
2,0,1,2,2,1,1,2,2,2,1,2,2,2,1,68,Male, 2+ Races (NH),NM,Past 12 months,"('Marijuana',)",Marijuana,64+
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,39,Male, 2+ Races (NH),CA,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,55,Female, Hispanic,TX,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,55-64
2,1,1,0,1,0,1,0,0,0,2,0,0,0,2,62,Male, 2+ Races (NH),CA,Past 30 days,"('Marijuana',)",Marijuana,55-64
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,56,Male, White (NH),PA,Past 30 days,"('Marijuana',)",Marijuana,55-64
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,26,Male, Black (NH),TX,More than a year ago,"('Alcohol',)",Alcohol,25-34
1,0,1,2,2,0,1,1,1,0,1,2,2,0,1,41,Female, 2+ Races (NH),MI,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,35-44
0,0,2,2,2,2,1,0,0,0,2,0,0,0,2,36,Female, White (NH),MS,More than a year ago,"('Marijuana',)",Marijuana,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,42,Male, White (NH),AZ,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,39,Female, Hispanic,ME,More than a year ago,"('Alcohol',)",Alcohol,35-44
1,1,1,0,1,1,1,0,0,0,2,0,0,0,2,38,Male, White (NH),GA,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,57,Male, White (NH),AL,More than a year ago,"('Alcohol',)",Alcohol,55-64
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,38,Male, Hispanic,CA,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,26,Male, 2+ Races (NH),OH,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,2,1,0,2,2,1,0,2,2,1,52,Male, Black (NH),MD,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,53,Male, White (NH),NJ,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,0,1,2,2,2,1,2,2,2,1,2,2,2,1,36,Female, White (NH),MO,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,2,1,1,1,1,1,0,0,0,2,1,1,1,1,54,Male, White (NH),TX,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,45,Female, Hispanic,MI,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,20,Male, Black (NH),TN,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,0,1,1,1,0,1,2,2,0,1,2,2,0,1,30,Male, White (NH),TX,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,2,1,1,1,2,1,0,0,0,2,0,0,0,2,27,Male, Black (NH),AL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,36,Male, Black (NH),TX,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,1,1,2,2,2,1,0,0,0,2,1,1,1,1,48,Male, Hispanic,AZ,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,2,2,0,1,2,1,0,1,2,2,0,1,30,Male, White (NH),FL,Past 30 days,"('Heroin',)",Heroin,25-34
1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,23,Male, Black (NH),MD,Time of Arrest,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,18-24
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,39,Male, Black (NH),MS,Time of Arrest,"('Marijuana',)",Marijuana,35-44
1,1,1,2,1,0,1,0,0,0,2,2,2,0,1,39,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,27,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,38,Male, White (NH),TX,Never used,(),No use,35-44
2,2,1,0,0,0,2,0,0,0,2,1,1,0,1,48,Female, Black (NH),GA,Time of Arrest,"('Cocaine',)",Cocaine,45-54
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,40,Male, Black (NH),CA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,25,Male, Hispanic,IL,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,2,1,1,1,1,1,1,1,2,1,1,1,30,Male, White (NH),CA,Time of Arrest,"('Heroin',)",Heroin,25-34
0,0,2,1,1,0,1,0,0,0,2,0,0,0,2,39,Male, American Indian/Alaska Native (NH),AZ,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,2,1,1,1,0,0,0,2,2,1,1,1,53,Male, White (NH),TX,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,52,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),MI,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,31,Male, White (NH),KY,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,28,Male, Hispanic,NJ,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,0,1,0,1,2,1,0,0,0,2,0,1,2,1,28,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,39,Male, Black (NH),NC,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,26,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,1,1,0,2,2,1,0,0,0,2,0,0,0,2,26,Female, Hispanic,AR,Past 12 months,"('Alcohol',)",Alcohol,25-34
2,0,1,2,2,0,1,1,1,0,1,2,2,0,1,35,Female, 2+ Races (NH),WI,Time of Arrest,"('Heroin',)",Heroin,35-44
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,24,Male, Hispanic,CA,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,1,1,0,0,0,2,0,0,0,2,0,0,0,2,56,Male, Hispanic,NY,Past 12 months,"('Alcohol',)",Alcohol,55-64
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,24,Female, Black (NH),KS,Time of Arrest,"('Alcohol',)",Alcohol,18-24
1,2,1,1,1,0,1,2,2,0,1,2,2,0,1,49,Male, White (NH),GA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,0,1,1,1,0,1,0,0,0,2,1,1,0,1,36,Female, 2+ Races (NH),TN,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,2,1,0,2,2,1,0,1,1,1,0,1,1,1,36,Male, Hispanic,CT,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,2,1,1,1,1,1,0,0,0,2,1,1,1,1,22,Male, 2+ Races (NH),NY,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,18-24
2,2,1,1,1,0,1,0,0,0,2,0,0,0,2,37,Male, Hispanic,CA,Time of Arrest,"('Marijuana',)",Marijuana,35-44
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,35,Male, 2+ Races (NH),LA,More than a year ago,"('Marijuana',)",Marijuana,35-44
2,0,1,2,2,1,1,1,1,1,1,2,2,2,1,22,Female, Hispanic,WV,Time of Arrest,"('Heroin',)",Heroin,18-24
2,0,1,0,2,2,1,0,2,2,1,0,1,1,1,51,Female, 2+ Races (NH),SC,Past 30 days,"('Cocaine',)",Cocaine,45-54
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,41,Male, Black (NH),CT,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,45,Male, White (NH),KY,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,59,Male, White (NH),MS,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,55-64
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,67,Male, Black (NH),OH,More than a year ago,"('Marijuana',)",Marijuana,64+
2,0,1,2,2,0,1,0,0,0,2,1,1,0,1,28,Male, White (NH),TN,Time of Arrest,"('Cocaine',)",Cocaine,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,24,Male, 2+ Races (NH),OH,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,18-24
1,1,1,2,1,2,1,0,0,0,2,2,2,2,1,45,Male, Black (NH),MI,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,32,Male, White (NH),NV,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,1,1,1,1,0,0,0,2,1,1,1,1,44,Female, White (NH),LA,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,35-44
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),MI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,38,Male, Hispanic,IL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,1,1,2,1,1,1,1,1,1,1,0,0,0,2,33,Male, White (NH),FL,Time of Arrest,"('Heroin',)",Heroin,25-34
0,0,2,0,1,1,1,0,0,0,2,0,0,0,2,24,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,0,1,0,1,0,1,0,0,0,2,0,2,0,1,31,Male, American Indian/Alaska Native (NH),AZ,Time of Arrest,"('Alcohol',)",Alcohol,25-34
0,0,2,2,2,0,1,2,1,0,1,1,2,0,1,44,Male, Hispanic,IL,Time of Arrest,"('Cocaine',)",Cocaine,35-44
2,0,1,0,2,1,1,0,0,0,2,0,0,0,2,43,Male, Black (NH),PA,Past 12 months,"('Marijuana',)",Marijuana,35-44
2,0,1,2,2,0,1,0,0,0,2,0,0,0,2,50,Female, Hispanic,NY,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,2,1,0,2,2,1,0,0,0,2,0,0,0,2,40,Male, 2+ Races (NH),WI,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,36,Male, Black (NH),CO,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,0,1,0,2,2,1,0,0,0,2,0,2,1,1,59,Male, Black (NH),CT,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,42,Female, White (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,1,1,0,1,0,0,0,2,2,2,0,1,30,Male, Hispanic,WI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,34,Male, Black (NH),AL,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,2,1,0,1,1,1,0,2,2,1,0,2,2,1,31,Male, White (NH),PA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,1,1,0,0,0,2,1,1,1,1,45,Male, Hispanic,MI,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,45-54
1,0,1,0,1,0,1,0,0,0,2,0,2,0,1,30,Male, Uncategorized - Missing,TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,0,1,1,1,0,0,0,2,0,2,1,1,46,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,1,1,1,1,0,1,0,0,0,2,1,1,0,1,36,Male, Hispanic,KS,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,64,Male, White (NH),PA,More than a year ago,"('Alcohol',)",Alcohol,55-64
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,46,Male, White (NH),VA,Never used,(),No use,45-54
2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,26,Male, White (NH),RI,Time of Arrest,"('Marijuana', 'Heroin')",More than one drugs,25-34
2,0,1,2,1,2,1,2,1,2,1,2,1,2,1,27,Female, 2+ Races (NH),HI,Past 30 days,"('Marijuana', 'Heroin', 'Cocaine')",More than one drugs,25-34
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,30,Male, White (NH),NE,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,2,1,1,1,1,1,0,0,0,2,0,0,0,2,53,Female, Black (NH),TX,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,48,Male, Black (NH),VA,Time of Arrest,"('Heroin', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,2,1,0,2,0,1,0,0,0,2,0,0,0,2,26,Male, Hispanic,TX,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,22,Male, Black (NH),GA,Time of Arrest,"('Marijuana',)",Marijuana,18-24
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,37,Male, White (NH),MO,More than a year ago,"('Marijuana',)",Marijuana,35-44
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,49,Female, Hispanic,TN,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,2,1,0,1,1,1,0,0,0,2,0,2,2,1,49,Male, Black (NH),MD,Past 30 days,"('Marijuana',)",Marijuana,45-54
1,2,1,1,1,1,1,0,0,0,2,0,0,0,2,32,Female, White (NH),TX,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,39,Male, Black (NH),GA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,31,Male, Black (NH),NY,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,35,Male, 2+ Races (NH),WA,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,35-44
1,2,1,1,1,0,1,0,0,0,2,0,0,0,2,23,Female, Black (NH),SC,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,18-24
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,50,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,30,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),NY,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,63,Male, 2+ Races (NH),LA,Never used,(),No use,55-64
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,47,Female, White (NH),MO,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,30,Male, Black (NH),MO,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,2,2,0,1,0,0,0,2,2,1,0,1,38,Female, Hispanic,TX,Past 30 days,"('Cocaine',)",Cocaine,35-44
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,31,Male, Black (NH),MI,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,53,Male, White (NH),PA,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,31,Female, Black (NH),OH,More than a year ago,"('Alcohol',)",Alcohol,25-34
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,39,Male, American Indian/Alaska Native (NH),SD,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,39,Female, Hispanic,LA,Time of Arrest,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,22,Female, White (NH),IN,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,18-24
